Index,Name,URL,Description,Type of Proficiency,Proficiencies,Image,Speed,Size,Language
archmage,Archmage,/api/monsters/archmage,"Archmages are powerful (and usually quite old) spellcasters dedicated to the study of the arcane arts. Benevolent ones counsel kings and queens, while evil ones rule as tyrants and pursue lichdom. Those who are neither good nor evil sequester themselves in remote towers to practice their magic without interruption. 

An archmage typically has one or more apprentice mages, and an archmage’s abode has numerous magical wards and guardians to discourage interlopers.",humanoid,"[{'value': 9, 'proficiency': {'index': 'saving-throw-int', 'name': 'Saving Throw: INT', 'url': '/api/proficiencies/saving-throw-int'}}, {'value': 6, 'proficiency': {'index': 'saving-throw-wis', 'name': 'Saving Throw: WIS', 'url': '/api/proficiencies/saving-throw-wis'}}, {'value': 13, 'proficiency': {'index': 'skill-arcana', 'name': 'Skill: Arcana', 'url': '/api/proficiencies/skill-arcana'}}, {'value': 13, 'proficiency': {'index': 'skill-history', 'name': 'Skill: History', 'url': '/api/proficiencies/skill-history'}}]",/api/images/monsters/archmage.png,{'walk': '30 ft.'},Medium,any six languages
assassin,Assassin,/api/monsters/assassin,"Trained in the use of poison, assassins are remorseless killers who work for nobles, guildmasters, sovereigns, and anyone else who can afford them.",humanoid,"[{'value': 6, 'proficiency': {'index': 'saving-throw-dex', 'name': 'Saving Throw: DEX', 'url': '/api/proficiencies/saving-throw-dex'}}, {'value': 4, 'proficiency': {'index': 'saving-throw-int', 'name': 'Saving Throw: INT', 'url': '/api/proficiencies/saving-throw-int'}}, {'value': 6, 'proficiency': {'index': 'skill-acrobatics', 'name': 'Skill: Acrobatics', 'url': '/api/proficiencies/skill-acrobatics'}}, {'value': 3, 'proficiency': {'index': 'skill-deception', 'name': 'Skill: Deception', 'url': '/api/proficiencies/skill-deception'}}, {'value': 3, 'proficiency': {'index': 'skill-perception', 'name': 'Skill: Perception', 'url': '/api/proficiencies/skill-perception'}}, {'value': 9, 'proficiency': {'index': 'skill-stealth', 'name': 'Skill: Stealth', 'url': '/api/proficiencies/skill-stealth'}}]",/api/images/monsters/assassin.png,{'walk': '30 ft.'},Medium,Thieves' cant plus any two languages
awakened-shrub,Awakened Shrub,/api/monsters/awakened-shrub,An awakened shrub is an ordinary shrub given sentience and mobility by the awaken spell or similar magic.,plant,[],/api/images/monsters/awakened-shrub.png,{'walk': '20 ft.'},Small,one language known by its creator
awakened-tree,Awakened Tree,/api/monsters/awakened-tree,An awakened tree is an ordinary tree given sentience and mobility by the awaken spell or similar magic.,plant,[],/api/images/monsters/awakened-tree.png,{'walk': '20 ft.'},Huge,one language known by its creator
axe-beak,Axe Beak,/api/monsters/axe-beak,"An axe beak is a tall flightless bird with strong legs and a heavy, wedge-shaped beak. It has a nasty disposition and tends to attack any unfamiliar creature that wanders too close.",beast,[],/api/images/monsters/axe-beak.png,{'walk': '50 ft.'},Large,
azer,Azer,/api/monsters/azer,,elemental,"[{'value': 4, 'proficiency': {'index': 'saving-throw-con', 'name': 'Saving Throw: CON', 'url': '/api/proficiencies/saving-throw-con'}}]",,{'walk': '30 ft.'},Medium,Ignan
baboon,Baboon,/api/monsters/baboon,,beast,[],/api/images/monsters/baboon.png,"{'walk': '30 ft.', 'climb': '30 ft.'}",Small,
badger,Badger,/api/monsters/badger,,beast,[],/api/images/monsters/badger.png,"{'walk': '20 ft.', 'burrow': '5 ft.'}",Tiny,
balor,Balor,/api/monsters/balor,,fiend,"[{'value': 14, 'proficiency': {'index': 'saving-throw-str', 'name': 'Saving Throw: STR', 'url': '/api/proficiencies/saving-throw-str'}}, {'value': 12, 'proficiency': {'index': 'saving-throw-con', 'name': 'Saving Throw: CON', 'url': '/api/proficiencies/saving-throw-con'}}, {'value': 9, 'proficiency': {'index': 'saving-throw-wis', 'name': 'Saving Throw: WIS', 'url': '/api/proficiencies/saving-throw-wis'}}, {'value': 12, 'proficiency': {'index': 'saving-throw-cha', 'name': 'Saving Throw: CHA', 'url': '/api/proficiencies/saving-throw-cha'}}]",/api/images/monsters/balor.png,"{'walk': '40 ft.', 'fly': '80 ft.'}",Huge,"Abyssal, telepathy 120 ft."
bandit,Bandit,/api/monsters/bandit,"**Bandits** rove in gangs and are sometimes led by thugs, veterans, or spellcasters. Not all bandits are evil. Oppression, drought, disease, or famine can often drive otherwise honest folk to a life of banditry.

**Pirates** are bandits of the high seas. They might be freebooters interested only in treasure and murder, or they might be privateers sanctioned by the crown to attack and plunder an enemy nation’s vessels.",humanoid,[],/api/images/monsters/bandit.png,{'walk': '30 ft.'},Medium,any one language (usually Common)
bandit-captain,Bandit Captain,/api/monsters/bandit-captain,"It takes a strong personality, ruthless cunning, and a silver tongue to keep a gang of bandits in line. The **bandit captain** has these qualities in spades.

In addition to managing a crew of selfish malcontents, the **pirate captain** is a variation of the bandit captain, with a ship to protect and command. To keep the crew in line, the captain must mete out rewards and punishment on a regular basis.

More than treasure, a bandit captain or pirate captain craves infamy. A prisoner who appeals to the captain’s vanity or ego is more likely to be treated fairly than a prisoner who does not or claims not to know anything of the captain’s colorful reputation.",humanoid,"[{'value': 4, 'proficiency': {'index': 'saving-throw-str', 'name': 'Saving Throw: STR', 'url': '/api/proficiencies/saving-throw-str'}}, {'value': 5, 'proficiency': {'index': 'saving-throw-dex', 'name': 'Saving Throw: DEX', 'url': '/api/proficiencies/saving-throw-dex'}}, {'value': 2, 'proficiency': {'index': 'saving-throw-wis', 'name': 'Saving Throw: WIS', 'url': '/api/proficiencies/saving-throw-wis'}}, {'value': 4, 'proficiency': {'index': 'skill-athletics', 'name': 'Skill: Athletics', 'url': '/api/proficiencies/skill-athletics'}}, {'value': 4, 'proficiency': {'index': 'skill-deception', 'name': 'Skill: Deception', 'url': '/api/proficiencies/skill-deception'}}]",/api/images/monsters/bandit-captain.png,{'walk': '30 ft.'},Medium,any two languages
barbed-devil,Barbed Devil,/api/monsters/barbed-devil,,fiend,"[{'value': 6, 'proficiency': {'index': 'saving-throw-str', 'name': 'Saving Throw: STR', 'url': '/api/proficiencies/saving-throw-str'}}, {'value': 7, 'proficiency': {'index': 'saving-throw-con', 'name': 'Saving Throw: CON', 'url': '/api/proficiencies/saving-throw-con'}}, {'value': 5, 'proficiency': {'index': 'saving-throw-wis', 'name': 'Saving Throw: WIS', 'url': '/api/proficiencies/saving-throw-wis'}}, {'value': 5, 'proficiency': {'index': 'saving-throw-cha', 'name': 'Saving Throw: CHA', 'url': '/api/proficiencies/saving-throw-cha'}}, {'value': 5, 'proficiency': {'index': 'skill-deception', 'name': 'Skill: Deception', 'url': '/api/proficiencies/skill-deception'}}, {'value': 5, 'proficiency': {'index': 'skill-insight', 'name': 'Skill: Insight', 'url': '/api/proficiencies/skill-insight'}}, {'value': 8, 'proficiency': {'index': 'skill-perception', 'name': 'Skill: Perception', 'url': '/api/proficiencies/skill-perception'}}]",/api/images/monsters/barbed-devil.png,{'walk': '30 ft.'},Medium,"Infernal, telepathy 120 ft."
basilisk,Basilisk,/api/monsters/basilisk,,monstrosity,[],,{'walk': '20 ft.'},Medium,
bat,Bat,/api/monsters/bat,,beast,[],,"{'walk': '5 ft.', 'fly': '30 ft.'}",Tiny,
bearded-devil,Bearded Devil,/api/monsters/bearded-devil,,fiend,"[{'value': 5, 'proficiency': {'index': 'saving-throw-str', 'name': 'Saving Throw: STR', 'url': '/api/proficiencies/saving-throw-str'}}, {'value': 4, 'proficiency': {'index': 'saving-throw-con', 'name': 'Saving Throw: CON', 'url': '/api/proficiencies/saving-throw-con'}}, {'value': 2, 'proficiency': {'index': 'saving-throw-wis', 'name': 'Saving Throw: WIS', 'url': '/api/proficiencies/saving-throw-wis'}}]",,{'walk': '30 ft.'},Medium,"Infernal, telepathy 120 ft."
behir,Behir,/api/monsters/behir,,monstrosity,"[{'value': 6, 'proficiency': {'index': 'skill-perception', 'name': 'Skill: Perception', 'url': '/api/proficiencies/skill-perception'}}, {'value': 7, 'proficiency': {'index': 'skill-stealth', 'name': 'Skill: Stealth', 'url': '/api/proficiencies/skill-stealth'}}]",,"{'walk': '50 ft.', 'climb': '40 ft.'}",Huge,Draconic
berserker,Berserker,/api/monsters/berserker,,humanoid,[],,{'walk': '30 ft.'},Medium,any one language (usually Common)
black-bear,Black Bear,/api/monsters/black-bear,,beast,[],/api/images/monsters/black-bear.png,"{'walk': '40 ft.', 'climb': '30 ft.'}",Medium,
black-dragon-wyrmling,Black Dragon Wyrmling,/api/monsters/black-dragon-wyrmling,,dragon,"[{'value': 4, 'proficiency': {'index': 'saving-throw-dex', 'name': 'Saving Throw: DEX', 'url': '/api/proficiencies/saving-throw-dex'}}, {'value': 3, 'proficiency': {'index': 'saving-throw-con', 'name': 'Saving Throw: CON', 'url': '/api/proficiencies/saving-throw-con'}}, {'value': 2, 'proficiency': {'index': 'saving-throw-wis', 'name': 'Saving Throw: WIS', 'url': '/api/proficiencies/saving-throw-wis'}}, {'value': 3, 'proficiency': {'index': 'saving-throw-cha', 'name': 'Saving Throw: CHA', 'url': '/api/proficiencies/saving-throw-cha'}}, {'value': 4, 'proficiency': {'index': 'skill-perception', 'name': 'Skill: Perception', 'url': '/api/proficiencies/skill-perception'}}, {'value': 4, 'proficiency': {'index': 'skill-stealth', 'name': 'Skill: Stealth', 'url': '/api/proficiencies/skill-stealth'}}]",/api/images/monsters/black-dragon-wyrmling.png,"{'walk': '30 ft.', 'fly': '60 ft.', 'swim': '30 ft.'}",Medium,Draconic
black-pudding,Black Pudding,/api/monsters/black-pudding,,ooze,[],/api/images/monsters/black-pudding.png,"{'walk': '20 ft.', 'climb': '20 ft.'}",Large,
blink-dog,Blink Dog,/api/monsters/blink-dog,"A blink dog takes its name from its ability to blink in and out of existence, a talent it uses to aid its attacks and to avoid harm.",fey,"[{'value': 3, 'proficiency': {'index': 'skill-perception', 'name': 'Skill: Perception', 'url': '/api/proficiencies/skill-perception'}}, {'value': 5, 'proficiency': {'index': 'skill-stealth', 'name': 'Skill: Stealth', 'url': '/api/proficiencies/skill-stealth'}}]",/api/images/monsters/blink-dog.png,{'walk': '40 ft.'},Medium,"Blink Dog, understands Sylvan but can't speak it"
blood-hawk,Blood Hawk,/api/monsters/blood-hawk,"Taking its name from its crimson feathers and aggressive nature, the blood hawk fearlessly attacks almost any animal, stabbing it with its daggerlike beak. Blood hawks flock together in large numbers, attacking as a pack to take down prey.",beast,"[{'value': 4, 'proficiency': {'index': 'skill-perception', 'name': 'Skill: Perception', 'url': '/api/proficiencies/skill-perception'}}]",/api/images/monsters/blood-hawk.png,"{'walk': '10 ft.', 'fly': '60 ft.'}",Small,
blue-dragon-wyrmling,Blue Dragon Wyrmling,/api/monsters/blue-dragon-wyrmling,,dragon,"[{'value': 2, 'proficiency': {'index': 'saving-throw-dex', 'name': 'Saving Throw: DEX', 'url': '/api/proficiencies/saving-throw-dex'}}, {'value': 4, 'proficiency': {'index': 'saving-throw-con', 'name': 'Saving Throw: CON', 'url': '/api/proficiencies/saving-throw-con'}}, {'value': 2, 'proficiency': {'index': 'saving-throw-wis', 'name': 'Saving Throw: WIS', 'url': '/api/proficiencies/saving-throw-wis'}}, {'value': 4, 'proficiency': {'index': 'saving-throw-cha', 'name': 'Saving Throw: CHA', 'url': '/api/proficiencies/saving-throw-cha'}}, {'value': 4, 'proficiency': {'index': 'skill-perception', 'name': 'Skill: Perception', 'url': '/api/proficiencies/skill-perception'}}, {'value': 2, 'proficiency': {'index': 'skill-stealth', 'name': 'Skill: Stealth', 'url': '/api/proficiencies/skill-stealth'}}]",/api/images/monsters/blue-dragon-wyrmling.png,"{'walk': '30 ft.', 'burrow': '15 ft.', 'fly': '60 ft.'}",Medium,Draconic
boar,Boar,/api/monsters/boar,,beast,[],/api/images/monsters/boar.png,{'walk': '40 ft.'},Medium,
bone-devil,Bone Devil,/api/monsters/bone-devil,,fiend,"[{'value': 5, 'proficiency': {'index': 'saving-throw-int', 'name': 'Saving Throw: INT', 'url': '/api/proficiencies/saving-throw-int'}}, {'value': 6, 'proficiency': {'index': 'saving-throw-wis', 'name': 'Saving Throw: WIS', 'url': '/api/proficiencies/saving-throw-wis'}}, {'value': 7, 'proficiency': {'index': 'saving-throw-cha', 'name': 'Saving Throw: CHA', 'url': '/api/proficiencies/saving-throw-cha'}}, {'value': 7, 'proficiency': {'index': 'skill-deception', 'name': 'Skill: Deception', 'url': '/api/proficiencies/skill-deception'}}, {'value': 6, 'proficiency': {'index': 'skill-insight', 'name': 'Skill: Insight', 'url': '/api/proficiencies/skill-insight'}}]",/api/images/monsters/bone-devil.png,"{'walk': '40 ft.', 'fly': '40 ft.'}",Large,"Infernal, telepathy 120 ft."
brass-dragon-wyrmling,Brass Dragon Wyrmling,/api/monsters/brass-dragon-wyrmling,,dragon,"[{'value': 2, 'proficiency': {'index': 'saving-throw-dex', 'name': 'Saving Throw: DEX', 'url': '/api/proficiencies/saving-throw-dex'}}, {'value': 3, 'proficiency': {'index': 'saving-throw-con', 'name': 'Saving Throw: CON', 'url': '/api/proficiencies/saving-throw-con'}}, {'value': 2, 'proficiency': {'index': 'saving-throw-wis', 'name': 'Saving Throw: WIS', 'url': '/api/proficiencies/saving-throw-wis'}}, {'value': 3, 'proficiency': {'index': 'saving-throw-cha', 'name': 'Saving Throw: CHA', 'url': '/api/proficiencies/saving-throw-cha'}}, {'value': 4, 'proficiency': {'index': 'skill-perception', 'name': 'Skill: Perception', 'url': '/api/proficiencies/skill-perception'}}, {'value': 2, 'proficiency': {'index': 'skill-stealth', 'name': 'Skill: Stealth', 'url': '/api/proficiencies/skill-stealth'}}]",/api/images/monsters/brass-dragon-wyrmling.png,"{'walk': '30 ft.', 'burrow': '15 ft.', 'fly': '60 ft.'}",Medium,Draconic
bronze-dragon-wyrmling,Bronze Dragon Wyrmling,/api/monsters/bronze-dragon-wyrmling,,dragon,"[{'value': 2, 'proficiency': {'index': 'saving-throw-dex', 'name': 'Saving Throw: DEX', 'url': '/api/proficiencies/saving-throw-dex'}}, {'value': 4, 'proficiency': {'index': 'saving-throw-con', 'name': 'Saving Throw: CON', 'url': '/api/proficiencies/saving-throw-con'}}, {'value': 2, 'proficiency': {'index': 'saving-throw-wis', 'name': 'Saving Throw: WIS', 'url': '/api/proficiencies/saving-throw-wis'}}, {'value': 4, 'proficiency': {'index': 'saving-throw-cha', 'name': 'Saving Throw: CHA', 'url': '/api/proficiencies/saving-throw-cha'}}, {'value': 4, 'proficiency': {'index': 'skill-perception', 'name': 'Skill: Perception', 'url': '/api/proficiencies/skill-perception'}}, {'value': 2, 'proficiency': {'index': 'skill-stealth', 'name': 'Skill: Stealth', 'url': '/api/proficiencies/skill-stealth'}}]",/api/images/monsters/bronze-dragon-wyrmling.png,"{'walk': '30 ft.', 'fly': '60 ft.', 'swim': '30 ft.'}",Medium,Draconic
brown-bear,Brown Bear,/api/monsters/brown-bear,,beast,"[{'value': 3, 'proficiency': {'index': 'skill-perception', 'name': 'Skill: Perception', 'url': '/api/proficiencies/skill-perception'}}]",/api/images/monsters/brown-bear.png,"{'walk': '40 ft.', 'climb': '30 ft.'}",Large,
bugbear,Bugbear,/api/monsters/bugbear,,humanoid,"[{'value': 6, 'proficiency': {'index': 'skill-stealth', 'name': 'Skill: Stealth', 'url': '/api/proficiencies/skill-stealth'}}, {'value': 2, 'proficiency': {'index': 'skill-survival', 'name': 'Skill: Survival', 'url': '/api/proficiencies/skill-survival'}}]",/api/images/monsters/bugbear.png,{'walk': '30 ft.'},Medium,"Common, Goblin"
bulette,Bulette,/api/monsters/bulette,,monstrosity,"[{'value': 6, 'proficiency': {'index': 'skill-perception', 'name': 'Skill: Perception', 'url': '/api/proficiencies/skill-perception'}}]",,"{'walk': '40 ft.', 'burrow': '40 ft.'}",Large,
camel,Camel,/api/monsters/camel,,beast,[],/api/images/monsters/camel.png,{'walk': '50 ft.'},Large,
cat,Cat,/api/monsters/cat,,beast,"[{'value': 3, 'proficiency': {'index': 'skill-perception', 'name': 'Skill: Perception', 'url': '/api/proficiencies/skill-perception'}}, {'value': 4, 'proficiency': {'index': 'skill-stealth', 'name': 'Skill: Stealth', 'url': '/api/proficiencies/skill-stealth'}}]",,"{'walk': '40 ft.', 'climb': '30 ft.'}",Tiny,
centaur,Centaur,/api/monsters/centaur,,monstrosity,"[{'value': 6, 'proficiency': {'index': 'skill-athletics', 'name': 'Skill: Athletics', 'url': '/api/proficiencies/skill-athletics'}}, {'value': 3, 'proficiency': {'index': 'skill-perception', 'name': 'Skill: Perception', 'url': '/api/proficiencies/skill-perception'}}, {'value': 3, 'proficiency': {'index': 'skill-survival', 'name': 'Skill: Survival', 'url': '/api/proficiencies/skill-survival'}}]",,{'walk': '50 ft.'},Large,"Elvish, Sylvan"
chain-devil,Chain Devil,/api/monsters/chain-devil,,fiend,"[{'value': 7, 'proficiency': {'index': 'saving-throw-con', 'name': 'Saving Throw: CON', 'url': '/api/proficiencies/saving-throw-con'}}, {'value': 4, 'proficiency': {'index': 'saving-throw-wis', 'name': 'Saving Throw: WIS', 'url': '/api/proficiencies/saving-throw-wis'}}, {'value': 5, 'proficiency': {'index': 'saving-throw-cha', 'name': 'Saving Throw: CHA', 'url': '/api/proficiencies/saving-throw-cha'}}]",/api/images/monsters/chain-devil.png,{'walk': '30 ft.'},Medium,"Infernal, telepathy 120 ft."
chimera,Chimera,/api/monsters/chimera,,monstrosity,"[{'value': 8, 'proficiency': {'index': 'skill-perception', 'name': 'Skill: Perception', 'url': '/api/proficiencies/skill-perception'}}]",,"{'walk': '30 ft.', 'fly': '60 ft.'}",Large,understands Draconic but can't speak
chuul,Chuul,/api/monsters/chuul,,aberration,"[{'value': 4, 'proficiency': {'index': 'skill-perception', 'name': 'Skill: Perception', 'url': '/api/proficiencies/skill-perception'}}]",,"{'walk': '30 ft.', 'swim': '30 ft.'}",Large,understands Deep Speech but can't speak
clay-golem,Clay Golem,/api/monsters/clay-golem,,construct,[],/api/images/monsters/clay-golem.png,{'walk': '20 ft.'},Large,understands the languages of its creator but can't speak
cloaker,Cloaker,/api/monsters/cloaker,,aberration,"[{'value': 5, 'proficiency': {'index': 'skill-stealth', 'name': 'Skill: Stealth', 'url': '/api/proficiencies/skill-stealth'}}]",,"{'walk': '10 ft.', 'fly': '40 ft.'}",Large,"Deep Speech, Undercommon"
cloud-giant,Cloud Giant,/api/monsters/cloud-giant,,giant,"[{'value': 10, 'proficiency': {'index': 'saving-throw-con', 'name': 'Saving Throw: CON', 'url': '/api/proficiencies/saving-throw-con'}}, {'value': 7, 'proficiency': {'index': 'saving-throw-wis', 'name': 'Saving Throw: WIS', 'url': '/api/proficiencies/saving-throw-wis'}}, {'value': 7, 'proficiency': {'index': 'saving-throw-cha', 'name': 'Saving Throw: CHA', 'url': '/api/proficiencies/saving-throw-cha'}}, {'value': 7, 'proficiency': {'index': 'skill-insight', 'name': 'Skill: Insight', 'url': '/api/proficiencies/skill-insight'}}, {'value': 7, 'proficiency': {'index': 'skill-perception', 'name': 'Skill: Perception', 'url': '/api/proficiencies/skill-perception'}}]",,{'walk': '40 ft.'},Huge,"Common, Giant"
cockatrice,Cockatrice,/api/monsters/cockatrice,,monstrosity,[],/api/images/monsters/cockatrice.png,"{'walk': '20 ft.', 'fly': '40 ft.'}",Small,
commoner,Commoner,/api/monsters/commoner,"Commoners include peasants, serfs, slaves, servants, pilgrims, merchants, artisans, and hermits.",humanoid,[],/api/images/monsters/commoner.png,{'walk': '30 ft.'},Medium,any one language (usually Common)
constrictor-snake,Constrictor Snake,/api/monsters/constrictor-snake,,beast,[],/api/images/monsters/constrictor-snake.png,"{'walk': '30 ft.', 'swim': '30 ft.'}",Large,
copper-dragon-wyrmling,Copper Dragon Wyrmling,/api/monsters/copper-dragon-wyrmling,,dragon,"[{'value': 3, 'proficiency': {'index': 'saving-throw-dex', 'name': 'Saving Throw: DEX', 'url': '/api/proficiencies/saving-throw-dex'}}, {'value': 3, 'proficiency': {'index': 'saving-throw-con', 'name': 'Saving Throw: CON', 'url': '/api/proficiencies/saving-throw-con'}}, {'value': 2, 'proficiency': {'index': 'saving-throw-wis', 'name': 'Saving Throw: WIS', 'url': '/api/proficiencies/saving-throw-wis'}}, {'value': 3, 'proficiency': {'index': 'saving-throw-cha', 'name': 'Saving Throw: CHA', 'url': '/api/proficiencies/saving-throw-cha'}}, {'value': 4, 'proficiency': {'index': 'skill-perception', 'name': 'Skill: Perception', 'url': '/api/proficiencies/skill-perception'}}, {'value': 3, 'proficiency': {'index': 'skill-stealth', 'name': 'Skill: Stealth', 'url': '/api/proficiencies/skill-stealth'}}]",,"{'walk': '30 ft.', 'climb': '30 ft.', 'fly': '60 ft.'}",Medium,Draconic
couatl,Couatl,/api/monsters/couatl,,celestial,"[{'value': 5, 'proficiency': {'index': 'saving-throw-con', 'name': 'Saving Throw: CON', 'url': '/api/proficiencies/saving-throw-con'}}, {'value': 7, 'proficiency': {'index': 'saving-throw-wis', 'name': 'Saving Throw: WIS', 'url': '/api/proficiencies/saving-throw-wis'}}, {'value': 6, 'proficiency': {'index': 'saving-throw-cha', 'name': 'Saving Throw: CHA', 'url': '/api/proficiencies/saving-throw-cha'}}]",,"{'walk': '30 ft.', 'fly': '90 ft.'}",Medium,"all, telepathy 120 ft."
crab,Crab,/api/monsters/crab,,beast,"[{'value': 2, 'proficiency': {'index': 'skill-stealth', 'name': 'Skill: Stealth', 'url': '/api/proficiencies/skill-stealth'}}]",,"{'walk': '20 ft.', 'swim': '20 ft.'}",Tiny,
crocodile,Crocodile,/api/monsters/crocodile,,beast,"[{'value': 2, 'proficiency': {'index': 'skill-stealth', 'name': 'Skill: Stealth', 'url': '/api/proficiencies/skill-stealth'}}]",/api/images/monsters/crocodile.png,"{'walk': '20 ft.', 'swim': '20 ft.'}",Large,
cult-fanatic,Cult Fanatic,/api/monsters/cult-fanatic,"Fanatics are often part of a cult’s leadership, using their charisma and dogma to influence and prey on those of weak will. Most are interested in personal power above all else.",humanoid,"[{'value': 4, 'proficiency': {'index': 'skill-deception', 'name': 'Skill: Deception', 'url': '/api/proficiencies/skill-deception'}}, {'value': 4, 'proficiency': {'index': 'skill-persuasion', 'name': 'Skill: Persuasion', 'url': '/api/proficiencies/skill-persuasion'}}, {'value': 2, 'proficiency': {'index': 'skill-religion', 'name': 'Skill: Religion', 'url': '/api/proficiencies/skill-religion'}}]",,{'walk': '30 ft.'},Medium,any one language (usually Common)
cultist,Cultist,/api/monsters/cultist,"Cultists swear allegiance to dark powers such as elemental princes, demon lords, or archdevils. Most conceal their loyalties to avoid being ostracized, imprisoned, or executed for their beliefs. Unlike evil acolytes, cultists often show signs of insanity in their beliefs and practices.",humanoid,"[{'value': 2, 'proficiency': {'index': 'skill-deception', 'name': 'Skill: Deception', 'url': '/api/proficiencies/skill-deception'}}, {'value': 2, 'proficiency': {'index': 'skill-religion', 'name': 'Skill: Religion', 'url': '/api/proficiencies/skill-religion'}}]",,{'walk': '30 ft.'},Medium,any one language (usually Common)
darkmantle,Darkmantle,/api/monsters/darkmantle,,monstrosity,"[{'value': 3, 'proficiency': {'index': 'skill-stealth', 'name': 'Skill: Stealth', 'url': '/api/proficiencies/skill-stealth'}}]",,"{'walk': '10 ft.', 'fly': '30 ft.'}",Small,
death-dog,Death Dog,/api/monsters/death-dog,"A death dog is an ugly two-headed hound that roams plains, and deserts. Hate burns in a death dog’s heart, and a taste for humanoid flesh drives it to attack travelers and explorers. Death dog saliva carries a foul disease that causes a victim’s flesh to slowly rot off the bone.",monstrosity,"[{'value': 5, 'proficiency': {'index': 'skill-perception', 'name': 'Skill: Perception', 'url': '/api/proficiencies/skill-perception'}}, {'value': 4, 'proficiency': {'index': 'skill-stealth', 'name': 'Skill: Stealth', 'url': '/api/proficiencies/skill-stealth'}}]",,{'walk': '40 ft.'},Medium,
deep-gnome-svirfneblin,Deep Gnome (Svirfneblin),/api/monsters/deep-gnome-svirfneblin,,humanoid,"[{'value': 3, 'proficiency': {'index': 'skill-investigation', 'name': 'Skill: Investigation', 'url': '/api/proficiencies/skill-investigation'}}, {'value': 2, 'proficiency': {'index': 'skill-perception', 'name': 'Skill: Perception', 'url': '/api/proficiencies/skill-perception'}}, {'value': 4, 'proficiency': {'index': 'skill-stealth', 'name': 'Skill: Stealth', 'url': '/api/proficiencies/skill-stealth'}}]",,{'walk': '20 ft.'},Small,"Gnomish, Terran, Undercommon"
deer,Deer,/api/monsters/deer,,beast,[],,{'walk': '50 ft.'},Medium,
deva,Deva,/api/monsters/deva,,celestial,"[{'value': 9, 'proficiency': {'index': 'saving-throw-wis', 'name': 'Saving Throw: WIS', 'url': '/api/proficiencies/saving-throw-wis'}}, {'value': 9, 'proficiency': {'index': 'saving-throw-cha', 'name': 'Saving Throw: CHA', 'url': '/api/proficiencies/saving-throw-cha'}}, {'value': 9, 'proficiency': {'index': 'skill-insight', 'name': 'Skill: Insight', 'url': '/api/proficiencies/skill-insight'}}, {'value': 9, 'proficiency': {'index': 'skill-perception', 'name': 'Skill: Perception', 'url': '/api/proficiencies/skill-perception'}}]",,"{'walk': '30 ft.', 'fly': '90 ft.'}",Medium,"all, telepathy 120 ft."
dire-wolf,Dire Wolf,/api/monsters/dire-wolf,,beast,"[{'value': 3, 'proficiency': {'index': 'skill-perception', 'name': 'Skill: Perception', 'url': '/api/proficiencies/skill-perception'}}, {'value': 4, 'proficiency': {'index': 'skill-stealth', 'name': 'Skill: Stealth', 'url': '/api/proficiencies/skill-stealth'}}]",,{'walk': '50 ft.'},Large,
djinni,Djinni,/api/monsters/djinni,,elemental,"[{'value': 6, 'proficiency': {'index': 'saving-throw-dex', 'name': 'Saving Throw: DEX', 'url': '/api/proficiencies/saving-throw-dex'}}, {'value': 7, 'proficiency': {'index': 'saving-throw-wis', 'name': 'Saving Throw: WIS', 'url': '/api/proficiencies/saving-throw-wis'}}, {'value': 9, 'proficiency': {'index': 'saving-throw-cha', 'name': 'Saving Throw: CHA', 'url': '/api/proficiencies/saving-throw-cha'}}]",,"{'walk': '30 ft.', 'fly': '90 ft.'}",Large,Auran
doppelganger,Doppelganger,/api/monsters/doppelganger,,monstrosity,"[{'value': 6, 'proficiency': {'index': 'skill-deception', 'name': 'Skill: Deception', 'url': '/api/proficiencies/skill-deception'}}, {'value': 3, 'proficiency': {'index': 'skill-insight', 'name': 'Skill: Insight', 'url': '/api/proficiencies/skill-insight'}}]",,{'walk': '30 ft.'},Medium,Common
draft-horse,Draft Horse,/api/monsters/draft-horse,,beast,[],,{'walk': '40 ft.'},Large,
dragon-turtle,Dragon Turtle,/api/monsters/dragon-turtle,,dragon,"[{'value': 6, 'proficiency': {'index': 'saving-throw-dex', 'name': 'Saving Throw: DEX', 'url': '/api/proficiencies/saving-throw-dex'}}, {'value': 11, 'proficiency': {'index': 'saving-throw-con', 'name': 'Saving Throw: CON', 'url': '/api/proficiencies/saving-throw-con'}}, {'value': 7, 'proficiency': {'index': 'saving-throw-wis', 'name': 'Saving Throw: WIS', 'url': '/api/proficiencies/saving-throw-wis'}}]",,"{'walk': '20 ft.', 'swim': '40 ft.'}",Gargantuan,"Aquan, Draconic"
dretch,Dretch,/api/monsters/dretch,,fiend,[],,{'walk': '20 ft.'},Small,"Abyssal, telepathy 60 ft. (works only with creatures that understand Abyssal)"
drider,Drider,/api/monsters/drider,,monstrosity,"[{'value': 5, 'proficiency': {'index': 'skill-perception', 'name': 'Skill: Perception', 'url': '/api/proficiencies/skill-perception'}}, {'value': 9, 'proficiency': {'index': 'skill-stealth', 'name': 'Skill: Stealth', 'url': '/api/proficiencies/skill-stealth'}}]",,"{'walk': '30 ft.', 'climb': '30 ft.'}",Large,"Elvish, Undercommon"
